"id","wrkstat","marital","childs","age","educ","paeduc","maeduc","speduc","degree","sex","race","born","parborn","granborn","income","rincome","polviews","cappun","postlife","happy","hapmar","owngun","news","tvhours","howpaid","ethnic","eth1","eth2","eth3","confinan","conbus","coneduc","conpress","conmedic","contv","agecat","childcat","news1","news2","news3","news4","news5","car1","car2","car3"
2455,"Working part-time","Married",4,66,12,NA,NA,10,"High school","Female","White","Yes","Both in U.S.",0,"$15000 - 19999","$8000 TO 9999","Conservative","Favor",NA,"Pretty happy","Pretty happy","No",NA,NA,"Hourly wage","Germany","Germany",NA,NA,"Only some","Only some","Only some","Only some","A great deal","Hardly any","65 or older","3-4","No","No","No","No","No","American","Japanese","German"
2456,"Retired","Divorced",1,75,9,NA,NA,NA,"LT High school","Male","White","Yes","Both in U.S.",0,"$4000 TO 4999",NA,"Liberal","Favor","Yes","Pretty happy",NA,NA,"Once a week",6,NA,"England and Wales","Germany","England and Wales",NA,"Only some","Hardly any","Only some","Hardly any","Only some","Only some","65 or older","1-2","No","Yes","Yes","No","No","Korean","American","German"
2457,"Retired","Married",3,68,12,12,8,14,"High school","Male","White","Yes","Both in U.S.",4,"$25000 or more",NA,"Moderate","Favor","Yes","Pretty happy","Very happy",NA,"Once a week",4,NA,"Sweden","Sweden",NA,NA,"Only some","Only some","Only some","Hardly any","A great deal","Only some","65 or older","3-4","No","Yes","Yes","No","Yes","American","German","Japanese"
2458,"Retired","Married",2,57,14,13,12,15,"High school","Female","White","Yes","Both in U.S.",0,NA,NA,"Moderate","Favor","No","Pretty happy","Pretty happy","Yes","Few times a week",3,NA,"England and Wales","Scotland","England and Wales",NA,NA,NA,NA,NA,NA,NA,"55 to 64","1-2","No","No","Yes","No","Yes","Swedish",NA,NA
2459,"Other","Divorced",4,63,10,NA,NA,NA,"LT High school","Female","White","Yes","Both in U.S.",0,"$6000 TO 6999",NA,"Moderate","Oppose","Yes","Very happy",NA,NA,"Every day",8,NA,NA,"France","Ireland","England and Wales","Only some",NA,"A great deal","Only some","Only some","Only some","55 to 64","3-4","Yes","No","Yes","No","No","American","Korean","American"
2460,"Working full time","Married",3,58,13,8,12,13,"High school","Female","White","Yes","Both in U.S.",1,"$20000 - 24999","$15000 - 19999","Moderate","Favor",NA,"Pretty happy","Not too happy","No",NA,NA,"Other pay rate","Germany","Germany",NA,NA,"Only some","A great deal","A great deal","Hardly any","A great deal","Hardly any","55 to 64","3-4","No","No","No","No","No","American","American","Japanese"
2461,"Temporarily not working","Married",2,33,14,NA,NA,13,"High school","Male","White","Yes","Both in U.S.",0,"$10000 - 14999","LT $1000","Moderate","Favor","No","Very happy","Very happy",NA,"Every day",4,NA,NA,NA,NA,NA,"Only some","Hardly any","Hardly any","Hardly any","A great deal","Hardly any","25 to 34","1-2","Yes","No","Yes","No","No","American","Korean","Other"
2462,"Retired","Widowed",2,77,12,8,8,NA,"High school","Female","White","Yes","Both in U.S.",0,"$7000 TO 7999",NA,"Moderate","Favor","Yes","Very happy",NA,"Yes","Once a week",3,NA,"Ireland","England and Wales","Ireland","France",NA,NA,NA,NA,NA,NA,"65 or older","1-2","No","Yes","Yes","No","Yes","German","Japanese","American"
2463,"Working part-time","Married",1,51,16,NA,12,13,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more",NA,"Favor","Yes","Pretty happy","Pretty happy","No","Few times a week",1,"Monthly salary","American Indian","England and Wales","Germany","American Indian",NA,NA,NA,NA,NA,NA,"45 to 54","1-2","No","No","No","Yes","Yes","American","American","American"
2464,"Retired","Married",3,70,8,6,12,12,"LT High school","Male","White","Yes","Both in U.S.",0,"$4000 TO 4999",NA,"Slightly liberal","Favor","No","Pretty happy","Very happy",NA,"Once a week",3,NA,"Ireland","Africa","Ireland",NA,"Hardly any","Only some",NA,"Hardly any","A great deal","Only some","65 or older","3-4","No","Yes","Yes","No","Yes","Swedish","German",NA
2465,"Working full time","Married",2,40,12,12,9,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Conservative","Oppose",NA,"Pretty happy","Very happy","Yes",NA,NA,"Hourly wage","American Indian","Germany","American Indian","Other","Only some","Only some","A great deal","Hardly any","Hardly any","Hardly any","35 to 44","1-2","No","No","No","No","No","German","American","Japanese"
2466,"Other","Never married",0,54,3,NA,12,NA,"LT High school","Male","White","Yes","Both in U.S.",NA,NA,NA,NA,"Favor","No","Pretty happy",NA,NA,"Never",1,NA,"Ireland","Ireland",NA,NA,"Only some",NA,"Only some","Hardly any","Only some","Hardly any","45 to 54","None","No","No","No","Yes","Yes","American","Korean",NA
2467,"Working full time","Married",1,31,13,12,8,14,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Moderate","Favor","Yes","Pretty happy","Very happy","Yes",NA,1,"Hourly wage","Ireland","Ireland",NA,NA,"Hardly any","Only some","Only some","Only some","A great deal","Only some","25 to 34","1-2","No","No","No","No","No","American","American",NA
2468,"Retired","Married",1,76,9,NA,NA,8,"LT High school","Male","White","Yes","Both in U.S.",0,NA,NA,"Moderate","Favor","Yes","Pretty happy","Pretty happy",NA,"Every day",1,NA,"Germany","Germany",NA,NA,"A great deal","Hardly any","Only some","Hardly any","Only some","Hardly any","65 or older","1-2","Yes","No","No","No","No","American",NA,NA
2469,"Working full time","Divorced",1,46,12,12,12,NA,"High school","Female","White","Yes","Both in U.S.",0,"$10000 - 14999","$10000 - 14999","Conservative","Favor","Yes","Not too happy",NA,NA,"Never",0,NA,"American Indian","American Indian",NA,NA,"Only some","Only some","Only some","Only some","Only some","Hardly any","45 to 54","1-2","No","No","No","Yes","Yes","American",NA,NA
2470,"Working part-time","Married",3,32,12,8,10,9,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","LT $1000",NA,"Oppose",NA,"Very happy","Very happy","No",NA,NA,"Hourly wage","Germany","Germany",NA,NA,"Hardly any","Hardly any","Only some","Hardly any","Only some","Only some","25 to 34","3-4","No","No","No","No","No","Japanese","American","German"
2471,"Retired","Married",3,71,12,8,8,12,"High school","Male","White","Yes","Both in U.S.",0,NA,NA,"Moderate","Favor","Yes","Very happy","Very happy","Yes","Every day",2,NA,"Ireland","Ireland","Germany",NA,NA,NA,NA,NA,NA,NA,"65 or older","3-4","Yes","No","No","No","No","German",NA,NA
2472,"Working part-time","Married",2,54,15,7,9,12,"High school","Female","White","Yes","Both in U.S.",2,"$25000 or more","$10000 - 14999","Extremely conservative","Favor","Yes","Pretty happy","Pretty happy","Yes","Few times a week",2,"Hourly wage","Ireland","Ireland","England and Wales","Scotland",NA,NA,NA,NA,NA,NA,"45 to 54","1-2","No","No","No","Yes","Yes","Korean","Korean","American"
2473,"Retired","Married",4,70,12,8,8,8,"High school","Male","White","Yes","Both in U.S.",2,"$10000 - 14999",NA,"Moderate",NA,NA,"Very happy","Very happy",NA,"Every day",1,NA,"Denmark","Denmark",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","65 or older","3-4","Yes","No","No","No","No","American","Japanese","Japanese"
2474,"Working full time","Married",3,39,15,17,16,12,"Junior college","Female","White","Yes","Both in U.S.",NA,"$25000 or more","$20000 - 24999","Moderate","Favor","Yes","Pretty happy","Very happy","Yes",NA,1,NA,NA,NA,NA,NA,"Only some","A great deal","Only some","Hardly any","A great deal","Only some","35 to 44","3-4","No","No","No","No","No","German","Japanese","Swedish"
2475,"Working full time","Never married",0,25,12,12,12,NA,"High school","Male","White","Yes","Both in U.S.",0,NA,"$20000 - 24999","Slightly conservative","Favor",NA,"Very happy",NA,"Yes",NA,NA,"Monthly salary",NA,"Germany","Russia",NA,"A great deal","A great deal","A great deal","Only some","A great deal","Only some","25 to 34","None","No","No","No","No","No","German","Korean","American"
2476,"Working full time","Married",3,28,12,14,12,12,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Slightly liberal",NA,NA,"Pretty happy","Pretty happy","Yes",NA,1,"Monthly salary","Germany","Germany",NA,NA,"A great deal","Only some","Only some","Only some","Only some","Only some","25 to 34","3-4","No","No","No","No","No","Japanese","Japanese",NA
2477,"Keeping house","Married",6,44,12,9,8,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","LT $1000","Conservative","Favor",NA,"Very happy","Very happy","Yes",NA,NA,NA,NA,NA,NA,NA,"Only some","Hardly any","Hardly any","Hardly any","Only some","Hardly any","35 to 44","5 or more","No","No","No","No","No","Japanese","German","American"
2478,"Working full time","Married",2,51,14,5,8,11,"High school","Male","White","Yes","Mother only",3,"$25000 or more","$25000 or more","Slightly liberal","Oppose","Yes","Very happy","Very happy",NA,"Few times a week",3,"Monthly salary","Ireland","Belgium","Ireland",NA,"Only some","Only some","Only some","Hardly any","Only some","Only some","45 to 54","1-2","No","No","Yes","No","Yes","American","Japanese",NA
2479,"Working full time","Married",1,42,12,11,9,12,"High school","Female","White","Yes","Both in U.S.",1,"$25000 or more","$25000 or more","Moderate","Favor","No","Pretty happy","Pretty happy","Yes","Every day",3,"Annual salary",NA,"French Canada","Germany",NA,NA,NA,NA,NA,NA,NA,"35 to 44","1-2","Yes","No","Yes","No","No","American","Japanese","American"
2480,"Working full time","Never married",0,28,12,NA,12,NA,"High school","Male","White","Yes","Both in U.S.",0,"$15000 - 19999","$15000 - 19999","Slightly conservative","Favor","No","Pretty happy",NA,"Yes",NA,4,NA,"Germany","Germany",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","25 to 34","None","No","No","Yes","No","No","German","American","Japanese"
2481,"Working full time","Married",3,56,9,5,8,10,"LT High school","Female","White","Yes","Both in U.S.",2,"$25000 or more","$10000 - 14999","Moderate","Oppose",NA,"Very happy","Very happy",NA,NA,NA,"Hourly wage","Germany","Germany",NA,NA,"Only some","Only some","Only some","Only some","A great deal","Only some","55 to 64","3-4","No","No","No","No","No","Japanese","American","American"
2482,"Working full time","Married",3,38,12,12,12,17,"High school","Male","White","Yes","Both in U.S.",2,"$25000 or more","$20000 - 24999","Extremely conservative","Favor","Yes","Very happy","Pretty happy",NA,"Few times a week",1,"Monthly salary","Norway","Norway",NA,NA,"Hardly any","Only some","Only some","Hardly any","Only some","Hardly any","35 to 44","3-4","No","No","No","Yes","Yes","American","Japanese","American"
2483,"Keeping house","Married",0,72,12,NA,NA,8,"High school","Female","White","Yes","Both in U.S.",4,NA,NA,NA,"Oppose",NA,"Pretty happy","Pretty happy","No","Every day",3,NA,"Norway","Norway",NA,NA,NA,NA,NA,NA,NA,NA,"65 or older","None","Yes","No","Yes","No","No","American",NA,NA
2484,"Working full time","Never married",0,27,16,16,16,NA,"Bachelor","Female","White","Yes","Both in U.S.",1,"$10000 - 14999","$10000 - 14999","Liberal","Favor","No","Not too happy",NA,"No","Once a week",2,NA,"Ireland","Ireland","England and Wales","Denmark",NA,NA,NA,NA,NA,NA,"25 to 34","None","No","Yes","No","Yes","Yes","Korean","Other","American"
2485,"Working full time","Married",2,38,12,8,12,13,"High school","Male","White","Yes","Both in U.S.",2,"$20000 - 24999","$20000 - 24999","Moderate","Favor","Yes","Pretty happy","Pretty happy",NA,"Few times a week",2,"Hourly wage","Portugal","Portugal","Ireland",NA,"Only some","Hardly any","Only some","Only some","A great deal","Hardly any","35 to 44","1-2","No","No","No","Yes","Yes","American","American",NA
2486,"Working part-time","Married",4,45,12,12,12,10,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$1000 TO 2999","Moderate","Favor",NA,"Pretty happy","Very happy","Yes",NA,NA,"Hourly wage","England and Wales","England and Wales","Ireland","Norway","A great deal","Only some","A great deal","Only some","A great deal","Only some","45 to 54","3-4","No","No","No","No","No","Other","Japanese","German"
2487,"Keeping house","Married",4,75,12,7,8,8,"High school","Female","White","Yes","Both in U.S.",NA,"$10000 - 14999",NA,NA,"Favor",NA,"Pretty happy","Very happy","No",NA,NA,NA,"Ireland","Ireland",NA,NA,"Only some","Only some","Only some","A great deal","Only some","Only some","65 or older","3-4","No","No","No","No","No","Swedish","Korean",NA
2488,"Working full time","Married",3,48,16,8,8,12,"Bachelor","Female","White","Yes","Both in U.S.",4,"$25000 or more",NA,"Moderate","Favor","Yes","Pretty happy","Pretty happy","Yes",NA,1,NA,"Czechoslovakia","Czechoslovakia",NA,NA,"Only some","A great deal","Only some",NA,"Only some","Only some","45 to 54","3-4","No","No","No","No","No","American","American","American"
2489,"Keeping house","Married",2,32,13,8,12,12,"Junior college","Female","White","Yes","Both in U.S.",4,"$25000 or more",NA,"Slightly conservative","Favor","Yes","Very happy","Very happy","Yes","Few times a week",2,NA,"Germany","Germany","Norway",NA,NA,NA,NA,NA,NA,NA,"25 to 34","1-2","No","No","No","Yes","Yes","Korean","German","Korean"
2490,"Working full time","Never married",0,23,14,10,14,NA,"Junior college","Male","White","Yes","Both in U.S.",0,"$25000 or more","$10000 - 14999","Moderate","Favor","No","Pretty happy",NA,NA,"Few times a week",3,"Other pay rate","Belgium","Belgium",NA,NA,"Only some","Only some","Only some","Hardly any","A great deal","Hardly any","Less than 25","None","No","No","Yes","No","Yes","American","Other",NA
2491,"Retired","Never married",0,85,12,12,12,NA,"High school","Male","White","Yes","Both in U.S.",0,"$10000 - 14999",NA,"Slightly conservative","Favor","Yes","Very happy",NA,NA,"Every day",0,NA,"England and Wales","England and Wales",NA,NA,"A great deal",NA,"A great deal","A great deal","A great deal","Hardly any","65 or older","None","Yes","No","No","No","No","American","Other","Other"
2492,"Keeping house","Married",3,32,15,16,16,15,"High school","Female","White","Yes","Both in U.S.",1,"$25000 or more",NA,"Moderate",NA,"Yes","Pretty happy","Pretty happy","Yes","Few times a week",4,NA,"Norway","Norway",NA,NA,NA,NA,NA,NA,NA,NA,"25 to 34","3-4","No","No","Yes","No","Yes","American","American","Korean"
2493,"Working full time","Married",2,33,14,12,15,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$15000 - 19999","Moderate",NA,"No","Very happy","Very happy",NA,"Every day",1,"Other pay rate","France","France",NA,NA,"Only some","Only some","Only some","Only some","A great deal","Hardly any","25 to 34","1-2","Yes","No","No","No","No","Swedish","American","American"
2494,"Working full time","Separated",2,31,19,12,14,NA,"Graduate","Female","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly liberal","Favor","Yes","Pretty happy",NA,"No","Few times a week",4,"Annual salary","French Canada","French Canada","Germany",NA,NA,NA,NA,NA,NA,NA,"25 to 34","1-2","No","No","Yes","No","Yes","Japanese","Japanese","Japanese"
2495,"Working part-time","Separated",0,26,13,14,12,NA,"High school","Female","White","Yes","Both in U.S.",1,"$5000 TO 5999","$3000 TO 3999","Moderate","Favor",NA,"Pretty happy",NA,"No",NA,NA,"Hourly wage","Ireland","Ireland",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","25 to 34","None","No","No","No","No","No","Swedish","Japanese","Japanese"
2496,"Retired","Divorced",4,71,13,8,8,NA,"High school","Female","White","Yes","Both in U.S.",0,"$20000 - 24999","$20000 - 24999","Moderate","Favor","Yes","Pretty happy",NA,NA,"Every day",4,NA,"France","France","England and Wales","Scotland","Only some","Only some","Hardly any","Only some","A great deal","Hardly any","65 or older","3-4","Yes","No","Yes","No","No","Korean",NA,NA
2497,"Working full time","Never married",0,20,14,14,14,NA,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$1000 TO 2999","Moderate","Favor","Yes","Pretty happy",NA,"No","Every day",4,"Hourly wage","France","France","Ireland",NA,NA,NA,NA,NA,NA,NA,"Less than 25","None","Yes","No","Yes","No","No","German","Korean","American"
2498,"Working full time","Widowed",2,48,16,16,13,NA,"Bachelor","Male","White","Yes","Both in U.S.",1,"$25000 or more",NA,"Conservative","Favor","Yes","Pretty happy",NA,"Yes",NA,2,"Annual salary","Netherlands","Netherlands",NA,NA,"Only some","A great deal","Only some","A great deal","A great deal","Only some","45 to 54","1-2","No","No","No","No","No","American","American","Japanese"
2499,"Working full time","Married",2,26,12,12,12,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$10000 - 14999","Moderate","Favor",NA,"Pretty happy","Pretty happy","Yes",NA,NA,"Hourly wage","France","Germany","France",NA,"Only some","A great deal","Only some","Only some","A great deal","Only some","25 to 34","1-2","No","No","No","No","No","Japanese","Japanese","American"
